date,consumer_exit_flow_kwh,interconnection_exit_flow_kwh,storage_exit_flow_kwh,total_exit_flow_kwh
2023-01-09,346095741.14,1187671629.94,85538507.221,1619305878.3009999
2023-01-10,341502333.88,1347057657.95,56078862.109,1744638853.939
2023-01-11,348464588.46,1656424558.18,47864749.633,2052753896.273
2023-01-12,340529087.51,1669975861.27,32460227.843999997,2042965176.624
2023-01-13,374418410.81,1630388674.64,33905522.111,2038712607.561
2023-01-14,328243289.94,1105078068.4,20935663.781999998,1454257022.1220002
2023-01-15,321177897.01,988716253.3199999,9407175.224,1319301325.554
2023-01-16,386769320.57,1426376969.02,152053.002,1813298342.592
2023-01-17,480951212.40999997,1127110314.71,110892.402,1608172419.5219998
2023-01-18,515050747.52,1496373628.38,140039.424,2011564415.3240001
2023-01-19,544344450.1,1600478294.31,9935200.455,2154757944.865
2023-01-20,541971823.62,1678106980.6799998,93075.664,2220171879.9639997
2023-01-21,416269205.65,1391131730.28,4418.0,1807405353.9299998
2023-01-22,458482851.18,1436416974.07,0.0,1894899825.25
2023-01-23,620511798.95,1738273941.95,7.0,2358785747.9
2023-01-24,632283194.48,1888218882.21,1154.0,2520503230.69
2023-01-25,662960331.4,1940102940.02,0.0,2603063271.42
2023-01-26,622148481.7,1864928830.42,0.0,2487077312.12
2023-01-27,581257484.5,1907518499.32,2462105.0,2491238088.8199997
2023-01-28,499593391.46000004,1557399983.88,16383647.0,2073377022.3400002
2023-01-29,449363745.73,1534993452.98,11594863.0,1995952061.71
2023-01-30,470690180.4,1637630221.05,11677.0,2108332078.4499998
2023-01-31,486553378.41,1470643813.1100001,25.0,1957197216.5200002
2023-02-01,424935091.0,1505973501.18,8065136.384,1938973728.5640001
2023-02-02,432419908.93,1383760321.78,5215115.555,1821395346.265
2023-02-03,399290266.03,1267764798.72,74028.106,1667129092.856
2023-02-04,387215703.63,1059477718.88,8689.943,1446702112.453
2023-02-05,380702326.71,1082516663.42,4229.218,1463223219.348
2023-02-06,596117765.31,1600690617.23,7308.5,2196815691.04
2023-02-07,602897399.2,1742538966.57,70003.077,2345506368.847
2023-02-08,514840821.38,1574474582.13,13.0,2089315416.5100002
2023-02-09,531229795.08,1742204530.97,3106.0,2273437432.05
2023-02-10,468737608.21000004,1531541918.58,13823996.0,2014103522.79
2023-02-11,384956522.53,1519280623.51,37568593.548,1941805739.588
2023-02-12,422735768.26,1488373684.47,44272383.602,1955381836.332
2023-02-13,557058006.45,1552347203.3400002,22019903.48,2131425113.2700002
2023-02-14,548922278.27,1520194261.82,361298.33999999997,2069477838.4299998
2023-02-15,480538384.82,1375964729.31,6840404.663,1863343518.793
2023-02-16,398441669.26,1347644234.73,34195.272,1746120099.262
2023-02-17,348894834.92,1540176310.91,135943609.865,2025014755.6950002
2023-02-18,327287640.59000003,1270346900.57,542629901.49,2140264442.6499999
2023-02-19,340359041.03,1321665096.05,466601686.832,2128625823.912
2023-02-20,366453708.51,1415583335.87,205852787.229,1987889831.609
2023-02-21,467965239.23,979141869.74,140146801.548,1587253910.5180001
2023-02-22,482942951.02,866279491.49,8394755.914,1357617198.424
2023-02-23,492882338.1,666500195.577,1057173.572,1160439707.249
2023-02-24,433314105.34000003,465152499.417,4327598.756,902794203.513
2023-02-25,375980536.44,486115919.885,30559096.032,892655552.357
2023-02-26,394964256.25,412510314.45,82439.302,807557010.0020001
2023-02-27,540847343.62,1139719574.09,6969352.183,1687536269.8930001
2023-02-28,521917825.75,1272562045.18,28584.143000000004,1794508455.073
2023-03-01,506925612.37,1270819536.42,6065712.883,1783810861.6729999
2023-03-02,497481368.03999996,1052783600.4300001,8566256.773,1558831225.243
2023-03-03,490677107.68,1037857508.31,9677216.359,1538211832.349
2023-03-04,415892413.40999997,523735070.37,3937343.494,943564827.2739999
2023-03-05,437432713.58,420377027.27,1580306.382,859390047.2319999
2023-03-06,499083036.37,659120108.74,1602736.217,1159805881.3270001
2023-03-07,440229199.27,484279344.82,2074691.584,926583235.6739999
2023-03-08,501186690.64,262259101.79,1676295.0,765122087.43
2023-03-09,470655104.65,219003815.09,2392263.598,692051183.338
2023-03-10,417016526.83,394244255.59000003,5507912.576,816768694.996
2023-03-11,412866542.36,346972644.0,38177830.387,798017016.747
2023-03-12,378740878.91999996,363161116.43799996,48273925.718,790175921.076
2023-03-13,378937670.93,436511386.194,117669819.428,933118876.552
2023-03-14,407930647.95,548090284.4300001,61038609.202,1017059541.5820001
2023-03-15,471247771.76,543008262.37,49818772.08,1064074806.21
2023-03-16,386410278.99,620101362.61,40896400.944,1047408042.544
2023-03-17,351245059.37,854603423.1,152531213.611,1358379696.081
2023-03-18,318769997.53999996,849961460.4300001,405286522.881,1574017980.851
2023-03-19,348425843.01,769431531.76,417163387.091,1535020761.861
2023-03-20,433063458.55,936929404.556,69932327.858,1439925190.964
2023-03-21,385516272.27,1122370313.286,133724024.89,1641610610.446
2023-03-22,752740275.33,1268526338.476,515255822.639,2536522436.445
2023-03-23,345347182.61,1210569392.666,561598453.171,2117515028.447
2023-03-24,353951964.15999997,933262098.03,683804717.62,1971018779.81
2023-03-25,275056763.66999996,754148101.77,650179926.062,1679384791.5019999
2023-03-26,309941638.89,653272847.26,439740894.232,1402955380.382
2023-03-27,353571815.72,586366330.1,36299229.872999996,976237375.6930001
2023-03-28,397903952.90999997,684562078.6,28001023.113,1110467054.623
2023-03-29,395759672.17,928998466.21,32263138.232,1357021276.6120002
2023-03-30,362925646.89,831845573.14,298876039.946,1493647259.9759998
2023-03-31,345758439.15,805375681.452,329053885.89,1480188006.492
2023-04-01,295304553.67,703590077.48,379840940.46000004,1378735571.6100001
2023-04-02,350292685.31,791818538.9300001,234265187.09,1376376411.33
2023-04-03,429415562.0,544210389.91,3729925.812,977355877.722
2023-04-04,448905566.4,635231459.96,11424883.18,1095561909.5400002
2023-04-05,436667962.13,1233287835.76,13161781.718,1683117579.6079998
2023-04-06,377249359.48,1241352561.82,10239797.302000001,1628841718.602
2023-04-07,340972569.79,1396330662.63,111394271.863,1848697504.283
2023-04-08,339021594.66999996,1085012943.17,232341118.246,1656375656.0860002
2023-04-09,303523393.76,1058448297.89,539466636.22,1901438327.8700001
2023-04-10,301788210.46000004,1112541211.01,818279144.9,2232608566.37
2023-04-11,356690069.65,1417614112.31,372850275.547,2147154457.507
2023-04-12,369687703.11,1413305832.08,271569931.49,2054563466.68
2023-04-13,378396270.17,1386134444.4,183319573.845,1947850288.4150002
2023-04-14,390272167.89,1347798115.1399999,55279500.837,1793349783.8669996
2023-04-15,325933405.81,1332430372.54,262732107.47,1921095885.82
2023-04-16,335867321.94,1332248847.82,246312265.405,1914428435.165
2023-04-17,385271589.97,1588342254.93,46962958.407,2020576803.3070002
2023-04-18,361760691.74,1607835140.555,149017275.68,2118613107.9750001
2023-04-19,357488038.9,1393306879.0,188768662.605,1939563580.505
2023-04-20,370842599.37,1511645595.79,36552810.057,1919041005.2169998
2023-04-21,354547418.13,1411041006.79,213598039.228,1979186464.148
2023-04-22,318208520.9,1301713795.2,959635523.14,2579557839.24
2023-04-23,315255447.38,1038709759.77,1110788462.4,2464753669.55
2023-04-24,360625552.76,1039086428.298,697853243.92,2097565224.9780002
2023-04-25,411445212.87,895209984.138,539202818.3199999,1845858015.3279998
2023-04-26,414320695.52,1112377641.95,221897628.116,1748595965.586
2023-04-27,393561366.71,1199443003.21,162197634.88099998,1755202004.801
2023-04-28,369864389.61,986687167.97,455876757.86800003,1812428315.448
2023-04-29,306469992.18,1068065965.235,972264145.45,2346800102.865
2023-04-30,279504832.48,1075128380.01,1264166367.26,2618799579.75
2023-05-01,255661163.26,1189347582.274,1229855836.084,2674864581.618
2023-05-02,332197763.34000003,1728246588.87,461867058.905,2522311411.115
2023-05-03,353966358.87,1715052429.1,501464577.51199996,2570483365.482
2023-05-04,336124679.84000003,1621377919.68,540490892.798,2497993492.318
2023-05-05,338725601.53999996,1567589368.07,690041636.66,2596356606.27
2023-05-06,272643714.99,1407706162.203,1007682728.87,2688032606.063
2023-05-07,265301574.19,1492176674.53,1041466560.08,2798944808.8
2023-05-08,311247254.03,1914975533.28,863753072.58,3089975859.89
2023-05-09,310743498.15999997,1856429180.6,459019393.519,2626192072.279
2023-05-10,356062994.24,1821402268.53,406001557.406,2583466820.176
2023-05-11,371609018.55,1494471545.1100001,430231804.80799997,2296312368.468
2023-05-12,321321542.45,1772006126.55,781328597.86,2874656266.86
2023-05-13,256719398.21,1406608043.1599998,1171112848.22,2834440289.59
2023-05-14,297018394.51,1331847174.3899999,1298131851.88,2926997420.7799997
2023-05-15,327721534.98,1586890278.6,845634329.305,2760246142.8849998
2023-05-16,359730290.32,1577859495.42,644853891.07,2582443676.81
2023-05-17,349276227.83,1649169531.74,448187778.602,2446633538.172
2023-05-18,287365090.33,1899808788.07,670044732.38,2857218610.78
2023-05-19,279464373.24,1717605953.82,838034656.87,2835104983.93
2023-05-20,254083142.57999998,1630032638.6100001,1125222422.01,3009338203.2
2023-05-21,258997364.92000002,1654498330.87,1232710175.019,3146205870.809
2023-05-22,318107137.17,2253155331.44,756945859.32,3328208327.9300003
2023-05-23,323810426.25,2077564544.5900002,621130195.31,3022505166.15
2023-05-24,383678754.27,1912595940.02,516247855.597,2812522549.887
2023-05-25,336520130.8,1870069982.5900002,399255185.322,2605845298.7120004
2023-05-26,313763060.69,1724039712.3899999,757709443.747,2795512216.8269997
2023-05-27,285824742.55,1571079291.487,998589445.402,2855493479.439
2023-05-28,233185822.54,1478824226.13,1107100272.466,2819110321.136
2023-05-29,259228429.88,1844213731.23,984772428.71,3088214589.82
2023-05-30,361112728.02,1855517104.94,633115125.372,2849744958.332
2023-05-31,342902522.85,1824417116.1399999,606506003.36,2773825642.35
2023-06-01,392231553.61,1196974895.981,475931707.07,2065138156.661
2023-06-02,334639136.08000004,1167867890.8899999,466872198.41,1969379225.3799999
2023-06-03,287292685.53,1219533911.592,695537416.58,2202364013.702
2023-06-04,297018595.48,1241874309.164,738740889.296,2277633793.94
2023-06-05,400204783.4,1207111670.6399999,460258039.569,2067574493.609
2023-06-06,428348275.38,1184375471.039,316934653.712,1929658400.131
2023-06-07,400366911.68,1348594122.13,220593894.101,1969554927.9110003
2023-06-08,330469700.65,1429511408.92,414144646.01,2174125755.58
2023-06-09,304931920.5,1293100900.24,450692886.94,2048725707.68
2023-06-10,314691549.64,1335084469.3899999,766960582.459,2416736601.489
2023-06-11,317344868.13,1240822181.293,817791414.319,2375958463.7419996
2023-06-12,355196074.95,1135625390.97,552204955.364,2043026421.284
2023-06-13,341395598.86,1265180997.72,539356190.315,2145932786.895
2023-06-14,416136227.48,1195670871.59,524858588.222,2136665687.2919998
2023-06-15,428175293.65999997,1003818196.64,345444610.772,1777438101.072
2023-06-16,383686716.59000003,1023001704.9200001,437908642.107,1844597063.617
2023-06-17,325737719.03999996,1067011145.85,682442345.049,2075191209.939
2023-06-18,306616716.28,1089108016.742,923373939.35,2319098672.372
2023-06-19,429968750.94,1142107137.43,468573225.418,2040649113.788
2023-06-20,475476448.23,1412538329.64,248286102.893,2136300880.763
2023-06-21,444349088.43,1418088627.12,154029583.659,2016467299.2089999
2023-06-22,442748076.9,1201930590.51,74928449.912,1719607117.3219998
2023-06-23,348116329.90999997,1188340503.986,193778405.999,1730235239.895
2023-06-24,322544653.65,1221057509.81,869997430.739,2413599594.199
2023-06-25,315315785.36,1228129559.924,852725107.3790001,2396170452.663
2023-06-26,350101319.51,1260001144.21,608762880.371,2218865344.091
2023-06-27,390848111.86,1484516946.06,172974708.939,2048339766.8590002
2023-06-28,488544395.19,1753612691.435,95362404.641,2337519491.266
2023-06-29,472149728.92,1697193610.69,122180780.70199999,2291524120.3120003
2023-06-30,361395418.33,1564862282.7,157322676.45499998,2083580377.485
2023-07-01,262672867.68,925415360.049,875253638.498,2063341866.2270002
2023-07-02,286753477.14,913184918.744,924813751.289,2124752147.1729999
2023-07-03,320229499.82,774609458.5009999,676431088.925,1771270047.2459998
2023-07-04,371326561.06,815728250.19,502870571.00699997,1689925382.257
2023-07-05,316557688.82,773441538.4200001,498451871.603,1588451098.843
2023-07-06,418060456.65,697774504.78,415825199.07,1531660160.4999998
2023-07-07,344752184.15,908207814.11,538250166.664,1791210164.924
2023-07-08,299488282.25,712133238.748,915701382.7969999,1927322903.795
2023-07-09,322654188.77,698275090.471,882538489.255,1903467768.4959998
2023-07-10,436296883.57000005,949519085.35,498700411.509,1884516380.4290001
2023-07-11,388665157.05,1270817271.57,456883944.435,2116366373.0549998
2023-07-12,397387733.36,1337674023.69,388803991.05,2123865748.1000001
2023-07-13,401085508.90999997,1056259022.49,466495146.89,1923839678.29
2023-07-14,366139288.5,858979237.45,590879850.915,1815998376.865
2023-07-15,283863658.91999996,1172980276.786,831207946.177,2288051881.883
2023-07-16,308686610.98,1084001070.8899999,973716340.523,2366404022.3929996
2023-07-17,352108254.90999997,1252360681.97,644000755.655,2248469692.535
2023-07-18,407759413.43,1450073110.06,543345618.489,2401178141.979
2023-07-19,414301560.04,1477603324.65,519670329.303,2411575213.993
2023-07-20,412843441.52,1495735795.48,403116387.311,2311695624.311
2023-07-21,411678379.42,1378582128.65,419545454.87,2209805962.94
2023-07-22,286027732.2,977023694.178,927993477.286,2191044903.664
2023-07-23,269679172.69,962999785.54,1059591049.38,2292270007.61
2023-07-24,352915339.98,1255454408.94,592519788.63,2200889537.55
2023-07-25,369284875.1,998484607.24,433856097.95,1801625580.2900002
2023-07-26,323930047.43,903594387.762,441386497.889,1668910933.0809999
2023-07-27,333470097.83,848303613.085,616539042.932,1798312753.8470001
2023-07-28,345151133.24,931461774.46,572211643.021,1848824550.7210002
2023-07-29,267290327.31,754182106.202,1183930473.152,2205402906.664
2023-07-30,261044876.14,734671006.697,1246539464.252,2242255347.089
2023-07-31,282690167.63,761923244.937,824452054.723,1869065467.29
2023-08-01,293409972.88,1097193342.68,625175661.23,2015778976.79
2023-08-02,309939228.08000004,1107347982.04,747605802.495,2164893012.615
2023-08-03,329582516.02,1394566850.2,745600802.221,2469750168.441
2023-08-04,370737536.68,1101258085.18,502820473.92,1974816095.7800002
2023-08-05,312921768.51,988270126.21,812467892.848,2113659787.568
2023-08-06,304226983.27,778012335.77,796024684.2,1878264003.24
2023-08-07,363591027.88,852622023.461,778589231.43,1994802282.771
2023-08-08,356621997.47,755152712.878,675437467.9990001,1787212178.3470001
2023-08-09,427507777.26,679169748.952,696250254.163,1802927780.375
2023-08-10,439515290.77,572019532.571,605050646.55,1616585469.8909998
2023-08-11,361773336.2,589095814.845,733545848.969,1684415000.014
2023-08-12,306918050.81,882264657.095,912636832.021,2101819539.926
2023-08-13,326489339.98,812887689.784,934131986.216,2073509015.98
2023-08-14,402032429.99,682445191.818,718113355.043,1802590976.851
2023-08-15,443713389.78,1039966842.1800001,761671301.83,2245351533.79
2023-08-16,414330503.05,846808499.426,710832898.11,1971971900.586
2023-08-17,407956946.74,778270960.1800001,790217095.083,1976445002.003
2023-08-18,390266067.15,908007388.49,741983660.724,2040257116.3639998
2023-08-19,327360213.14,1065724635.63,948540144.6700001,2341624993.44
2023-08-20,352488857.26,1004681512.0699999,843136101.188,2200306470.5179996
2023-08-21,463704279.33000004,926858304.413,405089831.575,1795652415.318
2023-08-22,489595680.01,784526176.771,332839037.866,1606960894.647
2023-08-23,498092821.35,900670207.86,311229408.71500003,1709992437.9250002
2023-08-24,482824351.01,965771519.91,242567748.828,1691163619.7480001
2023-08-25,475422549.81,784198402.6,233083894.146,1492704846.556
2023-08-26,335579854.68,684189270.33,583504895.868,1603274020.878
2023-08-27,329687536.5,618388746.257,548326812.37,1496403095.1269999
2023-08-28,496785741.39,679998024.14,270309157.703,1447092923.233
2023-08-29,469435810.05,735658943.75,90858715.08500001,1295953468.885
2023-08-30,410039566.36,575084989.11,78409028.587,1063533584.057
2023-08-31,354699222.89,468858706.98,185128906.202,1008686836.072
2023-09-01,368628122.31,668368567.66,345474275.198,1382470965.168
2023-09-02,304006421.14,368934214.236,300103842.349,973044477.7249999
2023-09-03,308488290.77,307003702.68,322834558.054,938326551.5040001
2023-09-04,372504195.18,307463610.53999996,108526314.955,788494120.6750001
2023-09-05,398531428.63,348786239.14,123146801.359,870464469.129
2023-09-06,408484161.35,416988119.38,207294751.62,1032767032.35
2023-09-07,382163214.07,456132905.53,180379844.603,1018675964.2029998
2023-09-08,434258441.48,435209404.65999997,151552034.47,1021019880.61
2023-09-09,354631110.61,365467945.456,101745307.002,821844363.068
2023-09-10,355906096.48,371433958.59000003,148484085.698,875824140.7680001
2023-09-11,438254596.56,266661701.485,35348129.523,740264427.5680001
2023-09-12,440424446.88,390713073.399,19272246.717,850409766.996
2023-09-13,414985250.06,322580228.19200003,14702168.253,752267646.5050001
2023-09-14,437762335.67,301748118.878,31014586.744000003,770525041.292
2023-09-15,379796036.87,254231257.689,63951192.655,697978487.214
2023-09-16,337156497.34,532126977.86,242156077.573,1111439552.773
2023-09-17,324289626.58,545381632.27,312569924.256,1182241183.106
2023-09-18,358444269.09000003,437002769.36,323447835.08,1118894873.53
2023-09-19,354458261.31,526644362.98399997,384605116.605,1265707740.899
2023-09-20,387627591.56,353712157.032,254927466.028,996267214.62
2023-09-21,373482637.14,391731325.59000003,131914016.162,897127978.892
2023-09-22,376923246.1,399924028.157,193378965.834,970226240.091
2023-09-23,323884528.69,344094952.69,385026770.953,1053006252.333
2023-09-24,327493858.40999997,277542382.1,497444795.581,1102481036.091
2023-09-25,399351595.3,265084876.74,324593719.795,989030191.835
2023-09-26,409562207.26,262635815.15,187146912.50800002,859344934.918
2023-09-27,392714663.46000004,505121483.42,267227344.515,1165063491.395
2023-09-28,388037465.38,405903725.13600004,357726941.277,1151668131.793
2023-09-29,349106913.28,325187569.74,449410037.255,1123704520.275
2023-09-30,331271810.85,478031023.97,829273700.1,1638576534.92
2023-10-01,328911074.95,337207257.10899997,784289920.31,1450408252.369
2023-10-02,376686235.89,546311434.178,530529364.694,1453527034.762
2023-10-03,345589783.28,714909447.333,602064389.142,1662563619.7549999
2023-10-04,410665428.65,412022703.4,582479636.912,1405167768.962
2023-10-05,452859037.46999997,482953037.577,149179578.209,1084991653.256
2023-10-06,380033354.74,406975201.436,373559114.822,1160567670.9980001
2023-10-07,320335210.95,686084942.895,535590516.106,1542010669.951
2023-10-08,397284042.77,443904156.93299997,480233549.113,1321421748.816
2023-10-09,498268134.90999997,495139866.237,342533310.315,1335941311.462
2023-10-10,425295830.94,372706475.897,436158928.348,1234161235.185
2023-10-11,353901564.71000004,458923219.11399996,605423501.94,1418248285.764
2023-10-12,478292588.88,442868259.435,525581780.937,1446742629.252
2023-10-13,363982025.33000004,342620210.889,697143064.53,1403745300.749
2023-10-14,348290391.14,536783858.822,652712111.84,1537786361.802
2023-10-15,355281397.85,511329853.788,423713544.922,1290324796.56
2023-10-16,465199085.54,529127787.39100003,118949453.167,1113276326.098
2023-10-17,477989784.84,384243308.71099997,41084101.932,903317195.4829999
2023-10-18,388994083.34000003,346950473.253,61650475.356,797595031.949
2023-10-19,415390431.09000003,423358336.27,198996859.863,1037745627.223
2023-10-20,400382752.07,576394440.1240001,176538928.92000002,1153316121.114
2023-10-21,332734303.27,386934375.182,440459361.65,1160128040.1019998
2023-10-22,337217421.83,435227075.416,461060138.74,1233504635.986
2023-10-23,513056042.71000004,539458853.011,110392585.465,1162907481.186
2023-10-24,516145153.52,568694378.013,95621846.45300001,1180461377.986
2023-10-25,485058840.83,441572432.667,192175191.29000002,1118806464.787
2023-10-26,504063647.21,319377782.874,286940768.212,1110382198.296
2023-10-27,401274530.22,294681465.454,160017461.1,855973456.774
2023-10-28,336157637.35,418635733.469,557772449.47,1312565820.289
2023-10-29,320721801.3,516821950.018,692658963.02,1530202714.338
2023-10-30,411281734.11,317994349.348,480936988.86,1210213072.3179998
2023-10-31,381487384.93,268836658.267,393929438.848,1044253482.0450001
2023-11-01,325419606.6,380013922.712,260096416.15600002,965529945.468
2023-11-02,349009763.53999996,299367576.418,354612999.529,1002990339.487
2023-11-03,393143817.89,273457923.46500003,168380803.50800002,834982544.863
2023-11-04,328527565.1,285053162.828,293927618.062,907508345.99
2023-11-05,329574909.5,262549199.81800002,363573521.441,955697630.7590001
2023-11-06,386445039.79,369112816.125,67776124.762,823333980.6769999
2023-11-07,406635594.13,444098171.44,25928834.938,876662600.5079999
2023-11-08,393939353.36,487517281.036,5848115.367,887304749.763
2023-11-09,399923090.88,442462217.93200004,28893020.859,871278329.671
2023-11-10,429255693.5,265170205.377,45891366.644,740317265.521
2023-11-11,393829004.18,291435435.288,97477794.975,782742234.443
2023-11-12,399615923.83,343065138.756,97255409.857,839936472.443
2023-11-13,412334502.04,425778035.24,33516239.426,871628776.706
2023-11-14,392995888.3,433478235.288,136727681.051,963201804.639
2023-11-15,457866637.90999997,457823146.64,6279433.5940000005,921969218.1439999
2023-11-16,554045751.1,461751761.491,3720540.033,1019518052.6240001
2023-11-17,568009216.64,281581793.5,435188.16599999997,850026198.306
2023-11-18,400131147.55,344466792.8,11464043.645,756061983.995
2023-11-19,345812779.4,433159243.26,239036857.94,1018008880.5999999
2023-11-20,470881319.46000004,359005295.448,15139933.161,845026548.069
2023-11-21,539045180.45,360286589.39,2713292.983,902045062.8230001
2023-11-22,542460739.38,258837876.549,221300.563,801519916.492
2023-11-23,514920484.3,241676156.481,45500.272,756642141.053
2023-11-24,494131861.64,271421398.48,14305573.103,779858833.223
2023-11-25,460300567.57,193840045.004,17313491.459000003,671454104.033
2023-11-26,497427993.07,176254120.54299998,20054679.307,693736792.92
2023-11-27,576644643.7,163560541.61,202808.277,740407993.587
2023-11-28,623448605.7,266847836.34399998,7817.163,890304259.207
2023-11-29,688726794.2,190559687.485,2556141.389,881842623.0740001
2023-11-30,731360845.0,238937024.252,1952.0,970299821.252
2023-12-01,710998891.7,175441744.901,1737.344,886442373.945
2023-12-02,642950834.3,197603682.626,179458.864,840733975.7899998
2023-12-03,535841539.4,259057395.25800002,204562.624,795103497.282
2023-12-04,633164405.8,446130342.935,427156.877,1079721905.612
2023-12-05,644054567.4,419109061.557,2788.524,1063166417.4810001
2023-12-06,698401367.0,369440183.35,17218.0,1067858768.35
2023-12-07,656277609.4,237735337.28,428.0,894013374.68
2023-12-08,572479923.3,252048680.11,866435.531,825395038.941
2023-12-09,405611145.6,232383876.444,20520666.242,658515688.286
2023-12-10,391813279.47,226843987.926,119475520.076,738132787.472
2023-12-11,455877887.96,312349382.821,14732585.575,782959856.356
2023-12-12,558752775.4,326197927.228,12756159.754,897706862.382
2023-12-13,544266588.9,352353963.56,23755990.491,920376542.9510001
2023-12-14,605947363.7,333735183.58,7615079.0879999995,947297626.368
2023-12-15,493296874.98,304538787.912,11202989.613,809038652.505
2023-12-16,429872726.26,304238850.654,323545406.17,1057656983.0840001
2023-12-17,426439311.34,374517829.422,361886897.90999997,1162844038.672
2023-12-18,481987693.3,345831977.108,50971648.497999996,878791318.906
2023-12-19,453825015.85,510781416.463,10655465.553,975261897.8659999
2023-12-20,433223575.95,453714511.056,11528316.647,898466403.653
2023-12-21,383520482.92,379838487.551,99137031.531,862496002.002
2023-12-22,353341594.42,256518788.16,109204909.12,719065291.7
2023-12-23,315825567.95,279749538.199,550477458.338,1146052564.487
2023-12-24,283947686.03,330837117.15999997,777088674.36,1391873477.55
2023-12-25,285462300.73,259895791.76,878853636.72,1424211729.21
2023-12-26,294356431.5,343867475.04,753470831.85,1391694738.3899999
2023-12-27,321477409.4,300866126.975,373988907.117,996332443.492
2023-12-28,289746187.75,313815601.77,613487646.87,1217049436.3899999
2023-12-29,287542072.69,361044901.05,425719331.954,1074306305.694
2023-12-30,293230013.14,316497200.477,407698477.89,1017425691.507
2023-12-31,269535232.89,233801583.834,299717429.807,803054246.5309999
2024-01-01,299464308.92,188446386.9258,269343851.18299997,757254547.0288
2024-01-02,341640431.02,273199570.272,144462363.201,759302364.493
2024-01-03,350472070.13,272870033.08,151931056.603,775273159.813
2024-01-04,451968995.11,264580608.103,125304158.695,841853761.908
2024-01-05,435035465.21000004,245492015.859,48181314.648,728708795.717
2024-01-06,425483471.47,230089064.643,38839216.003,694411752.116
2024-01-07,456793685.79,281896028.969,29054.67,738718769.429
2024-01-08,604084657.2,518253050.06299996,43322.004,1122381029.267
2024-01-09,686698218.3,678836512.76,751.056,1365535482.116
2024-01-10,761123050.7,446758894.08,5788.4439999999995,1207887733.224
2024-01-11,754796919.8,490743290.72,256.0,1245540466.52
2024-01-12,711969158.8,326766605.36,390849.0,1039126613.16
2024-01-13,553964143.23,334313494.068,0.0,888277637.2980001
2024-01-14,534816605.57,269000222.193,0.0,803816827.763
2024-01-15,649826074.8199999,298174303.372,608.0,948000986.1919999
2024-01-16,688808033.9,237706967.788,1928.0,926516929.688
2024-01-17,711585093.8,363039693.927,16065.0,1074640852.727
2024-01-18,668569730.6,349780862.564,15390.0,1018365983.164
2024-01-19,639635075.9,329328755.78400004,4236.0,968968067.684
2024-01-20,559459723.14,293055617.569,3594.828,852518935.537
2024-01-21,479153957.37,285730306.051,3842.725,764888106.146
2024-01-22,502785817.8,371738335.44,5411467.563,879935620.803
2024-01-23,493859680.94,347265141.47,137356.43099999998,841262178.8410001
2024-01-24,477621083.11,415350392.02,35077619.713,928049094.8429999
2024-01-25,522271482.93,374301090.986,14097545.677,910670119.593
2024-01-26,468798009.92,376410825.717,20856294.534,866065130.1710001
2024-01-27,437140726.09000003,365622242.871,84918.36,802847887.321
2024-01-28,415039008.71,382306797.661,9395072.25,806740878.621
2024-01-29,496494200.17,351991806.845,9546911.513,858032918.5280001
2024-01-30,473893301.86,437393436.37,15964356.804,927251095.034
2024-01-31,474615928.55,460007287.066,19870480.004,954493695.6199999
2024-02-01,472817210.0,512267867.282,7290671.049,992375748.3310001
2024-02-02,447218805.92,425743097.191,10240009.898,883201913.0090001
2024-02-03,384133640.06,387411096.233,168690884.261,940235620.554
2024-02-04,363046457.37,358196493.834,241620623.024,962863574.2279999
2024-02-05,443179463.58000004,512353850.65,86765173.53,1042298487.76
2024-02-06,431254645.24,475654769.56,46024914.293,952934329.0929999
2024-02-07,567651651.8199999,331368955.679,12479561.439,911500168.938
2024-02-08,578231428.3199999,276583022.006,12288434.641,867102884.967
2024-02-09,456066430.47,274960805.084,14915944.717,745943180.271
2024-02-10,417236488.55,384442448.889,122414989.257,924093926.696
2024-02-11,404646046.42,382732745.669,72090566.751,859469358.84
2024-02-12,511063240.31,407275901.64100003,12325429.947,930664571.898
2024-02-13,465781576.59000003,373387802.111,5767506.482,844936885.183
2024-02-14,444672888.57,424988137.38,4061578.794,873722604.7440001
2024-02-15,444623033.6,398566006.84000003,25167414.873999998,868356455.314
2024-02-16,413365606.47,387583228.561,40198633.571,841147468.602
2024-02-17,445716485.87,360998674.665,105993171.319,912708331.8540001
2024-02-18,378838043.44,334066260.252,72756111.537,785660415.2289999
2024-02-19,445616434.71,435168526.74,11491842.866999999,892276804.317
2024-02-20,479153972.16999996,353734493.044,14777314.789,847665780.003
2024-02-21,437413959.67,345551717.819,11289707.911,794255385.4000001
2024-02-22,475708360.93,389916883.53,10062085.84,875687330.3000001
2024-02-23,525453520.36,321717348.265,13728303.891,860899172.516
2024-02-24,430591285.52,299469180.16400003,22476050.278,752536515.962
2024-02-25,441929588.27,304615147.47,38217448.772,784762184.512
2024-02-26,487910862.26,299216909.402,6531909.995,793659681.657
2024-02-27,605384815.1,271796476.918,13992481.666000001,891173773.684
2024-02-28,574368229.7,335827012.555,18056481.0,928251723.2550001
2024-02-29,479026457.53,197107134.646,33227555.608,709361147.784
2024-03-01,458278311.61,207932781.57999998,39135123.016,705346216.2060001
2024-03-02,422838559.7,233596006.948,193440287.327,849874853.975
