date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,hdd
2020-02-26 22:00:00+00:00,2.6229167,1.05,5.65,15.377083
2020-02-27 22:00:00+00:00,2.9229164,-0.15,7.15,15.077084
2020-02-28 22:00:00+00:00,6.4395833,1.55,11.8,11.560417
2020-02-29 22:00:00+00:00,6.762501,3.75,9.9,11.237499
2020-03-01 22:00:00+00:00,5.9208336,3.5,9.0,12.079166
2020-03-02 22:00:00+00:00,4.3624997,2.5,6.55,13.637501
2020-03-03 22:00:00+00:00,3.6479168,0.6,7.9,14.352083
2020-03-04 22:00:00+00:00,4.4,-1.05,10.0,13.6
2020-03-05 22:00:00+00:00,5.3145833,3.9,7.5,12.685417
2020-03-06 22:00:00+00:00,4.5208335,2.15,6.6,13.479166
2020-03-07 22:00:00+00:00,5.052084,0.45,9.8,12.947916
2020-03-08 22:00:00+00:00,6.9958344,5.05,9.95,11.004166
2020-03-09 22:00:00+00:00,5.508333,2.65,8.7,12.491667
2020-03-10 22:00:00+00:00,9.591667,7.4,12.1,8.408333
2020-03-11 22:00:00+00:00,9.647918,5.15,12.4,8.352082
2020-03-12 22:00:00+00:00,5.8874993,3.6,9.25,12.112501
2020-03-13 22:00:00+00:00,2.7270834,-2.5,6.7,15.272917
2020-03-14 22:00:00+00:00,4.977083,-0.4,11.3,13.022917
2020-03-15 22:00:00+00:00,7.9291673,2.8,15.5,10.070833
2020-03-16 22:00:00+00:00,8.058332,1.85,14.55,9.941668
2020-03-17 22:00:00+00:00,10.389585,5.1,15.65,7.6104155
2020-03-18 22:00:00+00:00,10.033334,7.3,13.45,7.966666
2020-03-19 22:00:00+00:00,6.795834,5.1,8.85,11.204166
2020-03-20 22:00:00+00:00,3.6812503,0.5,5.8,14.318749
2020-03-21 22:00:00+00:00,1.0291668,-2.9,4.85,16.970833
2020-03-22 22:00:00+00:00,-0.18541664,-4.65,4.8,18.185417
2020-03-23 22:00:00+00:00,0.65833336,-4.5,6.35,17.341667
2020-03-24 22:00:00+00:00,2.0520833,-2.8,8.0,15.947917
2020-03-25 22:00:00+00:00,4.1125,-1.6,9.8,13.8875
2020-03-26 22:00:00+00:00,7.9312496,2.45,14.7,10.06875
2020-03-27 22:00:00+00:00,7.183333,1.4,13.5,10.816668
2020-03-28 22:00:00+00:00,2.8500001,-1.65,5.05,15.15
2020-03-29 22:00:00+00:00,-0.23333351,-4.0,3.1,18.233334
2020-03-30 22:00:00+00:00,0.7208333,-2.75,3.75,17.279167
2020-03-31 22:00:00+00:00,3.122917,-2.05,8.45,14.877083
2020-04-01 22:00:00+00:00,6.0020833,2.15,9.05,11.997917
2020-04-02 22:00:00+00:00,6.8937507,2.3,9.9,11.106249
2020-04-03 22:00:00+00:00,6.7229176,1.8,11.25,11.277082
2020-04-04 22:00:00+00:00,7.75,0.9,15.0,10.25
2020-04-05 22:00:00+00:00,11.70625,4.8,20.05,6.29375
2020-04-06 22:00:00+00:00,11.810417,5.3,18.55,6.189583
2020-04-07 22:00:00+00:00,12.327083,5.1,20.85,5.6729174
2020-04-08 22:00:00+00:00,11.745833,7.2,17.55,6.2541666
2020-04-09 22:00:00+00:00,8.662499,2.2,14.6,9.337501
2020-04-10 22:00:00+00:00,7.6645837,0.5,14.15,10.335417
2020-04-11 22:00:00+00:00,12.302083,2.6,21.75,5.697917
2020-04-12 22:00:00+00:00,7.7875004,2.8,10.7,10.2125
2020-04-13 22:00:00+00:00,5.697916,0.35,9.75,12.302084
2020-04-14 22:00:00+00:00,8.804166,4.5,14.5,9.195834
2020-04-15 22:00:00+00:00,11.066667,4.75,16.7,6.9333334
2020-04-16 22:00:00+00:00,10.612499,4.75,15.8,7.387501
2020-04-17 22:00:00+00:00,10.014583,3.9,16.1,7.9854174
2020-04-18 22:00:00+00:00,8.933334,4.9,12.75,9.066666
2020-04-19 22:00:00+00:00,9.195833,3.2,14.75,8.804167
2020-04-20 22:00:00+00:00,10.931251,5.05,16.6,7.0687494
2020-04-21 22:00:00+00:00,12.120834,5.65,18.1,5.8791656
2020-04-22 22:00:00+00:00,13.435416,5.55,20.35,4.564584
2020-04-23 22:00:00+00:00,14.270833,6.7,21.55,3.729167
2020-04-24 22:00:00+00:00,10.979167,7.85,14.15,7.020833
2020-04-25 22:00:00+00:00,12.189583,6.95,17.15,5.810417
2020-04-26 22:00:00+00:00,13.681252,4.1,21.7,4.3187485
2020-04-27 22:00:00+00:00,15.783334,8.4,22.55,2.2166662
2020-04-28 22:00:00+00:00,12.239583,8.95,17.05,5.760417
2020-04-29 22:00:00+00:00,13.327083,8.7,17.45,4.6729174
2020-04-30 22:00:00+00:00,13.039582,9.25,16.7,4.9604177
2020-05-01 22:00:00+00:00,10.697917,7.7,15.35,7.302083
2020-05-02 22:00:00+00:00,10.547916,6.5,14.5,7.4520836
2020-05-03 22:00:00+00:00,9.349999,6.15,12.6,8.650001
2020-05-04 22:00:00+00:00,7.722917,3.35,11.85,10.277082
2020-05-05 22:00:00+00:00,10.5125,4.8,16.0,7.4875
2020-05-06 22:00:00+00:00,10.506249,5.8,15.75,7.4937506
2020-05-07 22:00:00+00:00,13.364583,5.9,20.4,4.635417
2020-05-08 22:00:00+00:00,15.252086,7.7,21.75,2.7479143
2020-05-09 22:00:00+00:00,17.547915,11.25,23.6,0.4520855
2020-05-10 22:00:00+00:00,8.345833,3.75,15.45,9.654167
2020-05-11 22:00:00+00:00,6.8104157,0.9,11.1,11.189585
2020-05-12 22:00:00+00:00,9.625,5.3,13.5,8.375
2020-05-13 22:00:00+00:00,9.350001,5.1,14.0,8.649999
2020-05-14 22:00:00+00:00,9.191668,1.55,14.55,8.808332
2020-05-15 22:00:00+00:00,11.014583,5.75,14.55,6.9854174
2020-05-16 22:00:00+00:00,13.308333,9.05,17.55,4.6916666
2020-05-17 22:00:00+00:00,15.464585,11.35,21.15,2.5354147
2020-05-18 22:00:00+00:00,14.4333315,11.5,18.65,3.5666685
2020-05-19 22:00:00+00:00,14.681251,9.4,20.0,3.3187494
2020-05-20 22:00:00+00:00,14.352082,6.9,19.9,3.6479177
2020-05-21 22:00:00+00:00,17.241667,10.0,22.5,0.7583332
2020-05-22 22:00:00+00:00,15.6604185,12.45,19.05,2.3395815
2020-05-23 22:00:00+00:00,12.389583,8.8,16.1,5.6104174
2020-05-24 22:00:00+00:00,11.495833,9.75,13.85,6.5041666
2020-05-25 22:00:00+00:00,13.554165,6.65,19.15,4.445835
2020-05-26 22:00:00+00:00,14.812499,5.9,20.75,3.187501
2020-05-27 22:00:00+00:00,14.712499,10.85,19.3,3.2875013
2020-05-28 22:00:00+00:00,14.041665,7.25,19.55,3.958335
2020-05-29 22:00:00+00:00,13.439582,8.15,17.0,4.560418
2020-05-30 22:00:00+00:00,15.385417,10.3,21.35,2.614583
2020-05-31 22:00:00+00:00,16.420834,8.8,23.35,1.5791664
2020-06-01 22:00:00+00:00,19.197916,10.4,26.35,0.0
2020-06-02 22:00:00+00:00,18.345833,10.7,23.9,0.0
2020-06-03 22:00:00+00:00,17.79375,13.3,24.6,0.20624924
2020-06-04 22:00:00+00:00,14.454166,12.2,17.3,3.5458336
2020-06-05 22:00:00+00:00,14.04375,8.75,18.4,3.9562502
2020-06-06 22:00:00+00:00,14.862498,9.75,19.4,3.1375017
2020-06-07 22:00:00+00:00,15.95625,8.9,20.35,2.0437498
2020-06-08 22:00:00+00:00,17.22083,11.2,21.5,0.7791691
2020-06-09 22:00:00+00:00,16.406252,11.4,21.45,1.5937481
2020-06-10 22:00:00+00:00,17.093752,14.7,20.0,0.9062481
2020-06-11 22:00:00+00:00,20.093752,13.25,26.1,0.0
2020-06-12 22:00:00+00:00,23.44375,19.0,28.05,0.0
2020-06-13 22:00:00+00:00,21.25625,17.7,24.35,0.0
2020-06-14 22:00:00+00:00,19.541666,14.8,24.15,0.0
2020-06-15 22:00:00+00:00,19.706251,12.4,25.5,0.0
2020-06-16 22:00:00+00:00,22.214582,14.8,27.65,0.0
2020-06-17 22:00:00+00:00,21.458334,16.8,25.7,0.0
2020-06-18 22:00:00+00:00,18.025,15.85,20.6,0.0
2020-06-19 22:00:00+00:00,16.977083,15.45,19.3,1.0229168
2020-06-20 22:00:00+00:00,17.641668,14.45,22.75,0.35833168
2020-06-21 22:00:00+00:00,19.143751,11.6,25.1,0.0
2020-06-22 22:00:00+00:00,18.772917,12.65,23.7,0.0
2020-06-23 22:00:00+00:00,19.58542,12.55,24.6,0.0
2020-06-24 22:00:00+00:00,22.960417,18.6,27.35,0.0
2020-06-25 22:00:00+00:00,22.43125,17.4,27.2,0.0
2020-06-26 22:00:00+00:00,24.347914,17.4,30.3,0.0
2020-06-27 22:00:00+00:00,23.204165,19.7,28.85,0.0
2020-06-28 22:00:00+00:00,20.393751,18.0,23.25,0.0
2020-06-29 22:00:00+00:00,19.225,15.2,22.9,0.0
2020-06-30 22:00:00+00:00,19.699999,16.9,22.65,0.0
2020-07-01 22:00:00+00:00,19.635416,15.95,22.85,0.0
2020-07-02 22:00:00+00:00,18.8625,15.2,22.0,0.0
2020-07-03 22:00:00+00:00,20.104164,14.85,25.05,0.0
2020-07-04 22:00:00+00:00,22.329168,18.9,26.8,0.0
2020-07-05 22:00:00+00:00,18.377085,14.95,20.2,0.0
2020-07-06 22:00:00+00:00,15.868752,11.5,19.25,2.1312485
2020-07-07 22:00:00+00:00,15.120833,12.35,17.8,2.8791666
2020-07-08 22:00:00+00:00,16.422918,12.5,19.8,1.5770817
2020-07-09 22:00:00+00:00,18.51875,13.75,25.15,0.0
2020-07-10 22:00:00+00:00,15.183334,10.55,19.3,2.8166656
2020-07-11 22:00:00+00:00,15.204165,10.0,19.7,2.7958345
2020-07-12 22:00:00+00:00,17.160418,10.3,22.3,0.83958244
2020-07-13 22:00:00+00:00,20.304167,12.05,26.95,0.0
2020-07-14 22:00:00+00:00,16.077084,14.25,17.7,1.9229164
2020-07-15 22:00:00+00:00,15.968751,12.45,19.95,2.031249
2020-07-16 22:00:00+00:00,16.28125,11.2,20.65,1.71875
2020-07-17 22:00:00+00:00,19.7375,13.5,25.4,0.0
2020-07-18 22:00:00+00:00,22.879166,16.15,28.3,0.0
2020-07-19 22:00:00+00:00,20.38125,15.65,24.7,0.0
2020-07-20 22:00:00+00:00,17.672918,13.4,21.6,0.32708168
2020-07-21 22:00:00+00:00,16.835417,11.15,21.2,1.1645832
2020-07-22 22:00:00+00:00,18.222914,14.1,22.8,0.0
2020-07-23 22:00:00+00:00,20.441666,13.3,27.6,0.0
2020-07-24 22:00:00+00:00,19.779165,13.8,24.6,0.0
2020-07-25 22:00:00+00:00,20.141665,17.25,23.45,0.0
2020-07-26 22:00:00+00:00,20.495834,15.35,24.75,0.0
2020-07-27 22:00:00+00:00,22.974998,19.2,27.25,0.0
2020-07-28 22:00:00+00:00,18.987501,15.05,22.35,0.0
2020-07-29 22:00:00+00:00,17.897919,12.1,23.1,0.1020813
2020-07-30 22:00:00+00:00,19.825003,12.6,26.4,0.0
2020-07-31 22:00:00+00:00,22.03125,14.05,28.85,0.0
2020-08-01 22:00:00+00:00,22.150002,18.45,29.45,0.0
2020-08-02 22:00:00+00:00,18.989582,15.35,23.25,0.0
2020-08-03 22:00:00+00:00,18.170834,12.4,23.0,0.0
2020-08-04 22:00:00+00:00,20.5375,11.6,27.5,0.0
2020-08-05 22:00:00+00:00,23.393751,15.85,29.8,0.0
2020-08-06 22:00:00+00:00,25.864586,18.45,32.35,0.0
2020-08-07 22:00:00+00:00,28.941668,20.8,35.45,0.0
2020-08-08 22:00:00+00:00,28.775,22.25,35.15,0.0
2020-08-09 22:00:00+00:00,26.029165,21.2,30.9,0.0
2020-08-10 22:00:00+00:00,26.033335,20.0,31.55,0.0
2020-08-11 22:00:00+00:00,25.087502,18.8,30.6,0.0
2020-08-12 22:00:00+00:00,25.699999,19.2,31.65,0.0
2020-08-13 22:00:00+00:00,24.175001,21.2,28.2,0.0
2020-08-14 22:00:00+00:00,24.710413,19.2,30.0,0.0
2020-08-15 22:00:00+00:00,24.933332,19.2,30.45,0.0
2020-08-16 22:00:00+00:00,24.968752,18.75,30.35,0.0
2020-08-17 22:00:00+00:00,21.241665,19.3,23.85,0.0
2020-08-18 22:00:00+00:00,21.275,16.75,26.4,0.0
2020-08-19 22:00:00+00:00,24.149996,16.45,31.15,0.0
2020-08-20 22:00:00+00:00,28.416666,20.55,35.5,0.0
2020-08-21 22:00:00+00:00,23.579168,20.7,26.6,0.0
2020-08-22 22:00:00+00:00,20.7875,16.95,23.75,0.0
2020-08-23 22:00:00+00:00,18.941668,15.4,22.4,0.0
2020-08-24 22:00:00+00:00,18.418749,13.7,22.95,0.0
2020-08-25 22:00:00+00:00,17.364584,16.4,19.45,0.63541603
2020-08-26 22:00:00+00:00,16.80625,12.6,19.15,1.1937504
2020-08-27 22:00:00+00:00,16.347918,12.5,21.15,1.6520824
2020-08-28 22:00:00+00:00,18.5125,15.25,22.5,0.0
2020-08-29 22:00:00+00:00,18.010416,14.2,22.6,0.0
2020-08-30 22:00:00+00:00,16.885416,13.45,21.25,1.114584
2020-08-31 22:00:00+00:00,14.833333,10.35,18.3,3.166667
2020-09-01 22:00:00+00:00,13.90625,11.4,17.6,4.09375
2020-09-02 22:00:00+00:00,16.979166,13.2,21.1,1.020834
2020-09-03 22:00:00+00:00,18.008331,15.35,21.4,0.0
2020-09-04 22:00:00+00:00,16.495832,13.65,18.6,1.5041676
2020-09-05 22:00:00+00:00,14.770833,11.15,18.1,3.229167
2020-09-06 22:00:00+00:00,13.754166,9.25,18.15,4.2458344
2020-09-07 22:00:00+00:00,16.0875,11.1,20.85,1.9125004
2020-09-08 22:00:00+00:00,19.195835,14.85,24.1,0.0
2020-09-09 22:00:00+00:00,15.804166,11.6,19.1,2.1958342
2020-09-10 22:00:00+00:00,15.2145815,9.0,21.4,2.7854185
2020-09-11 22:00:00+00:00,17.543749,9.75,25.85,0.45625114
2020-09-12 22:00:00+00:00,17.520834,12.15,23.8,0.47916603
2020-09-13 22:00:00+00:00,19.895834,12.1,28.1,0.0
2020-09-14 22:00:00+00:00,22.439583,16.25,30.25,0.0
2020-09-15 22:00:00+00:00,21.783333,15.0,28.85,0.0
2020-09-16 22:00:00+00:00,15.452085,10.45,18.3,2.5479155
2020-09-17 22:00:00+00:00,12.21875,5.5,19.0,5.78125
2020-09-18 22:00:00+00:00,13.935417,7.0,20.55,4.064583
2020-09-19 22:00:00+00:00,15.037498,9.1,21.25,2.9625015
2020-09-20 22:00:00+00:00,16.018751,8.35,23.95,1.9812489
2020-09-21 22:00:00+00:00,17.791668,10.55,25.85,0.20833206
2020-09-22 22:00:00+00:00,19.599998,13.85,26.35,0.0
2020-09-23 22:00:00+00:00,17.691668,14.2,21.85,0.30833244
2020-09-24 22:00:00+00:00,13.687501,11.4,14.9,4.312499
2020-09-25 22:00:00+00:00,10.710418,9.45,11.9,7.2895823
2020-09-26 22:00:00+00:00,9.625001,6.85,11.35,8.374999
2020-09-27 22:00:00+00:00,12.54375,7.55,17.35,5.45625
2020-09-28 22:00:00+00:00,13.5125,9.95,17.65,4.4875
2020-09-29 22:00:00+00:00,12.808333,7.65,18.1,5.1916666
2020-09-30 22:00:00+00:00,12.899999,9.45,16.4,5.1000013
2020-10-01 22:00:00+00:00,14.1833315,12.1,16.9,3.8166685
2020-10-02 22:00:00+00:00,16.697916,12.45,21.55,1.302084
2020-10-03 22:00:00+00:00,14.060416,9.95,18.65,3.9395838
2020-10-04 22:00:00+00:00,11.620833,8.0,15.5,6.3791666
2020-10-05 22:00:00+00:00,12.595836,9.8,16.1,5.4041643
2020-10-06 22:00:00+00:00,12.227084,10.35,15.75,5.772916
2020-10-07 22:00:00+00:00,12.152083,9.45,14.7,5.8479166
2020-10-08 22:00:00+00:00,13.10625,10.5,14.95,4.89375
2020-10-09 22:00:00+00:00,10.839583,6.85,12.25,7.1604166
2020-10-10 22:00:00+00:00,7.7229156,4.35,11.2,10.277084
2020-10-11 22:00:00+00:00,7.879167,5.2,11.35,10.120832
2020-10-12 22:00:00+00:00,7.902083,2.95,11.95,10.097918
2020-10-13 22:00:00+00:00,10.056249,9.5,10.45,7.9437513
2020-10-14 22:00:00+00:00,10.662499,10.2,11.95,7.3375006
2020-10-15 22:00:00+00:00,9.233334,7.15,11.25,8.766666
2020-10-16 22:00:00+00:00,8.849999,7.5,11.05,9.150001
2020-10-17 22:00:00+00:00,7.9229164,6.2,9.65,10.077084
2020-10-18 22:00:00+00:00,8.485416,6.5,11.3,9.514584
2020-10-19 22:00:00+00:00,8.641667,4.95,11.8,9.358333
2020-10-20 22:00:00+00:00,12.372916,10.4,15.4,5.627084
2020-10-21 22:00:00+00:00,16.231249,14.05,19.05,1.7687511
2020-10-22 22:00:00+00:00,14.024999,11.25,16.6,3.9750013
2020-10-23 22:00:00+00:00,13.162499,11.2,16.0,4.8375006
2020-10-24 22:00:00+00:00,12.631251,10.1,16.6,5.3687487
2020-10-25 22:00:00+00:00,11.320832,10.0,12.55,6.6791677
2020-10-26 22:00:00+00:00,9.5875,7.5,12.55,8.4125
2020-10-27 22:00:00+00:00,10.335417,8.3,13.05,7.664583
2020-10-28 22:00:00+00:00,9.625001,8.5,11.0,8.374999
2020-10-29 22:00:00+00:00,10.760418,7.0,13.35,7.239582
2020-10-30 22:00:00+00:00,13.610416,12.75,15.05,4.3895836
2020-10-31 22:00:00+00:00,12.108333,9.9,13.9,5.8916674
2020-11-01 22:00:00+00:00,16.608335,14.2,19.8,1.3916645
2020-11-02 22:00:00+00:00,12.125001,8.15,17.35,5.874999
2020-11-03 22:00:00+00:00,8.760417,6.2,10.95,9.239583
2020-11-04 22:00:00+00:00,7.0437493,3.85,10.15,10.956251
2020-11-05 22:00:00+00:00,9.35625,8.45,11.7,8.64375
2020-11-06 22:00:00+00:00,7.581251,2.55,10.95,10.418749
2020-11-07 22:00:00+00:00,4.527083,0.95,10.05,13.472918
2020-11-08 22:00:00+00:00,5.7208333,4.65,7.05,12.279167
2020-11-09 22:00:00+00:00,5.69375,5.05,7.15,12.30625
2020-11-10 22:00:00+00:00,5.7000003,4.55,7.3,12.299999
2020-11-11 22:00:00+00:00,7.49375,5.35,9.85,10.50625
2020-11-12 22:00:00+00:00,7.447916,5.5,10.7,10.552084
2020-11-13 22:00:00+00:00,10.614583,9.0,13.8,7.385417
2020-11-14 22:00:00+00:00,10.08125,7.55,14.15,7.91875
2020-11-15 22:00:00+00:00,9.522917,7.15,11.55,8.477083
2020-11-16 22:00:00+00:00,9.389585,7.05,10.6,8.610415
2020-11-17 22:00:00+00:00,10.366667,8.45,12.0,7.633333
2020-11-18 22:00:00+00:00,9.45625,5.2,12.0,8.54375
2020-11-19 22:00:00+00:00,3.4375,0.75,5.8,14.5625
2020-11-20 22:00:00+00:00,3.6520832,-0.2,6.05,14.347917
2020-11-21 22:00:00+00:00,7.400001,6.15,9.85,10.599998
2020-11-22 22:00:00+00:00,6.370834,4.75,8.35,11.629166
2020-11-23 22:00:00+00:00,3.3249998,1.0,6.5,14.675
2020-11-24 22:00:00+00:00,1.7625002,-0.4,4.1,16.2375
2020-11-25 22:00:00+00:00,4.170833,0.15,7.25,13.829166
2020-11-26 22:00:00+00:00,5.2625003,2.9,6.8,12.737499
2020-11-27 22:00:00+00:00,2.8249998,-0.25,5.35,15.175
2020-11-28 22:00:00+00:00,2.4583333,-0.7,5.0,15.541667
2020-11-29 22:00:00+00:00,1.0520833,-0.6,2.95,16.947916
2020-11-30 22:00:00+00:00,2.1187503,-0.1,3.95,15.881249
2020-12-01 22:00:00+00:00,-0.17916667,-2.45,2.0,18.179167
2020-12-02 22:00:00+00:00,-1.2604167,-3.5,0.35,19.260416
2020-12-03 22:00:00+00:00,0.54166675,-2.0,3.9,17.458334
2020-12-04 22:00:00+00:00,3.1291668,0.85,7.6,14.870833
2020-12-05 22:00:00+00:00,7.208334,1.8,10.65,10.791666
2020-12-06 22:00:00+00:00,6.714584,1.95,9.95,11.285416
2020-12-07 22:00:00+00:00,4.0645833,2.0,6.6,13.935417
2020-12-08 22:00:00+00:00,2.2208335,1.0,4.45,15.779166
2020-12-09 22:00:00+00:00,-0.34583333,-1.0,0.9,18.345833
2020-12-10 22:00:00+00:00,-0.24791665,-0.95,1.3,18.247917
2020-12-11 22:00:00+00:00,1.5437498,0.05,3.75,16.45625
2020-12-12 22:00:00+00:00,2.0041666,0.6,3.95,15.995833
2020-12-13 22:00:00+00:00,4.6770835,2.7,6.95,13.322916
2020-12-14 22:00:00+00:00,5.3312497,3.3,7.15,12.668751
2020-12-15 22:00:00+00:00,7.0499997,4.35,8.65,10.950001
2020-12-16 22:00:00+00:00,4.7958336,2.2,7.95,13.204166
2020-12-17 22:00:00+00:00,4.752084,3.05,7.55,13.247916
2020-12-18 22:00:00+00:00,2.9854167,1.35,5.85,15.014584
2020-12-19 22:00:00+00:00,3.2854168,1.6,4.8,14.714583
2020-12-20 22:00:00+00:00,4.3541665,3.15,6.1,13.645834
2020-12-21 22:00:00+00:00,8.756251,4.55,12.6,9.243749
2020-12-22 22:00:00+00:00,6.88125,5.8,8.55,11.11875
2020-12-23 22:00:00+00:00,6.8375,3.75,9.8,11.1625
2020-12-24 22:00:00+00:00,2.6125,0.75,4.15,15.3875
2020-12-25 22:00:00+00:00,0.70208335,-1.8,2.05,17.297916
2020-12-26 22:00:00+00:00,1.5354167,0.8,2.4,16.464582
2020-12-27 22:00:00+00:00,2.397917,1.15,4.3,15.602083
2020-12-28 22:00:00+00:00,1.7958332,0.05,3.9,16.204166
2020-12-29 22:00:00+00:00,1.61875,-0.5,4.55,16.38125
2020-12-30 22:00:00+00:00,1.6145834,0.65,4.0,16.385416
2020-12-31 22:00:00+00:00,0.99999994,-0.8,2.1,17.0
2021-01-01 22:00:00+00:00,0.48958334,-1.05,2.6,17.510416
2021-01-02 22:00:00+00:00,0.081250004,-1.05,0.75,17.91875
2021-01-03 22:00:00+00:00,0.48749995,-0.35,1.2,17.5125
2021-01-04 22:00:00+00:00,1.1833334,0.15,2.55,16.816666
2021-01-05 22:00:00+00:00,1.5020834,0.65,2.8,16.497917
2021-01-06 22:00:00+00:00,0.8395832,0.4,1.65,17.160418
2021-01-07 22:00:00+00:00,0.5208334,-1.45,1.45,17.479166
2021-01-08 22:00:00+00:00,0.7166667,-0.8,2.35,17.283333
2021-01-09 22:00:00+00:00,0.5979166,-0.55,1.45,17.402084
2021-01-10 22:00:00+00:00,0.55625,-0.65,2.0,17.44375
2021-01-11 22:00:00+00:00,1.2041668,0.05,2.15,16.795834
2021-01-12 22:00:00+00:00,1.0458333,-0.25,2.95,16.954166
2021-01-13 22:00:00+00:00,0.85000014,-0.5,2.6,17.15
2021-01-14 22:00:00+00:00,-0.9624999,-3.25,0.35,18.9625
2021-01-15 22:00:00+00:00,-2.0916665,-3.7,-1.1,20.091667
2021-01-16 22:00:00+00:00,-2.2208333,-4.75,-0.55,20.220833
2021-01-17 22:00:00+00:00,-1.5999998,-4.75,1.4,19.6
2021-01-18 22:00:00+00:00,2.2916667,1.2,4.7,15.708333
2021-01-19 22:00:00+00:00,5.3562493,2.45,7.75,12.643751
2021-01-20 22:00:00+00:00,8.097916,4.5,12.35,9.902084
2021-01-21 22:00:00+00:00,6.881251,0.65,10.15,11.11875
2021-01-22 22:00:00+00:00,1.3208333,-1.2,2.3,16.679167
2021-01-23 22:00:00+00:00,0.32291666,-0.6,1.35,17.677084
2021-01-24 22:00:00+00:00,0.66041666,-0.25,2.4,17.339582
2021-01-25 22:00:00+00:00,-0.041666646,-2.45,2.5,18.041666
2021-01-26 22:00:00+00:00,0.9645834,-0.75,3.75,17.035416
2021-01-27 22:00:00+00:00,1.4854165,-2.95,3.45,16.514584
2021-01-28 22:00:00+00:00,-2.4020839,-5.1,-0.5,20.402084
2021-01-29 22:00:00+00:00,-1.2458334,-3.75,1.25,19.245834
2021-01-30 22:00:00+00:00,-5.2374997,-9.8,-0.7,23.2375
2021-01-31 22:00:00+00:00,-4.079167,-11.6,0.6,22.079166
2021-02-01 22:00:00+00:00,0.10208336,-1.5,1.4,17.897917
2021-02-02 22:00:00+00:00,3.6916666,0.5,7.25,14.308333
2021-02-03 22:00:00+00:00,1.2958332,-0.05,7.95,16.704166
2021-02-04 22:00:00+00:00,-0.12708335,-0.9,0.75,18.127083
2021-02-05 22:00:00+00:00,-1.7666668,-4.0,-0.25,19.766666
2021-02-06 22:00:00+00:00,-6.058334,-7.3,-4.3,24.058334
2021-02-07 22:00:00+00:00,-8.94375,-9.6,-6.95,26.94375
2021-02-08 22:00:00+00:00,-10.254167,-14.2,-7.05,28.254166
2021-02-09 22:00:00+00:00,-10.160416,-14.95,-5.8,28.160416
2021-02-10 22:00:00+00:00,-6.831249,-11.9,-3.3,24.83125
2021-02-11 22:00:00+00:00,-10.060417,-14.6,-3.35,28.060417
2021-02-12 22:00:00+00:00,-8.114584,-13.8,-1.25,26.114584
2021-02-13 22:00:00+00:00,-8.770832,-12.7,-4.25,26.770832
2021-02-14 22:00:00+00:00,-7.222917,-14.75,-0.75,25.222918
2021-02-15 22:00:00+00:00,0.6979167,-2.85,2.25,17.302084
2021-02-16 22:00:00+00:00,3.5270834,1.15,7.1,14.472917
2021-02-17 22:00:00+00:00,4.9187493,0.75,10.15,13.081251
2021-02-18 22:00:00+00:00,5.1020837,-0.15,9.25,12.897917
2021-02-19 22:00:00+00:00,4.5541663,-1.2,12.2,13.445833
2021-02-20 22:00:00+00:00,7.3562493,3.3,14.6,10.643751
2021-02-21 22:00:00+00:00,4.429167,0.4,11.25,13.570833
2021-02-22 22:00:00+00:00,8.068749,1.1,16.45,9.931251
2021-02-23 22:00:00+00:00,11.377083,6.8,17.8,6.622917
2021-02-24 22:00:00+00:00,10.627084,5.95,17.7,7.372916
2021-02-25 22:00:00+00:00,7.550001,5.25,9.6,10.449999
2021-02-26 22:00:00+00:00,4.9916673,2.25,7.3,13.008333
2021-02-27 22:00:00+00:00,3.70625,1.6,5.9,14.29375
2021-02-28 22:00:00+00:00,3.8395832,0.45,7.3,14.160417
2021-03-01 22:00:00+00:00,3.90625,-2.85,10.6,14.09375
2021-03-02 22:00:00+00:00,4.766667,-2.7,13.3,13.233334
2021-03-03 22:00:00+00:00,3.4958332,2.55,6.45,14.504167
2021-03-04 22:00:00+00:00,1.40625,-2.8,5.45,16.59375
2021-03-05 22:00:00+00:00,0.3333332,-3.5,3.55,17.666666
2021-03-06 22:00:00+00:00,2.564583,0.1,4.05,15.435417
2021-03-07 22:00:00+00:00,1.1145833,-3.1,5.15,16.885416
2021-03-08 22:00:00+00:00,-0.4708333,-4.55,5.55,18.470833
2021-03-09 22:00:00+00:00,0.7520831,-4.55,7.25,17.247917
2021-03-10 22:00:00+00:00,5.5958333,1.0,10.15,12.404167
2021-03-11 22:00:00+00:00,6.514583,4.4,9.5,11.485416
2021-03-12 22:00:00+00:00,5.847917,3.6,9.5,12.152082
2021-03-13 22:00:00+00:00,5.3333335,3.2,8.25,12.666666
2021-03-14 22:00:00+00:00,4.0395837,1.8,7.65,13.960417
2021-03-15 22:00:00+00:00,3.8374996,-0.5,6.9,14.1625
2021-03-16 22:00:00+00:00,1.8645831,-1.05,5.2,16.135416
2021-03-17 22:00:00+00:00,1.558333,-3.3,6.65,16.441668
2021-03-18 22:00:00+00:00,0.3104167,-2.95,4.0,17.689583
2021-03-19 22:00:00+00:00,0.20000009,-4.05,3.3,17.8
2021-03-20 22:00:00+00:00,4.9874997,1.9,9.1,13.012501
2021-03-21 22:00:00+00:00,4.014583,-0.5,9.4,13.985416
2021-03-22 22:00:00+00:00,5.527083,3.55,7.55,12.472918
2021-03-23 22:00:00+00:00,6.2666664,1.9,11.25,11.733334
