date,storage_twh,agsi_consumption_gwh,injection_gwh,withdrawal_gwh,storage_pct_full
2025-05-25,95.0725,903.9,834.33,2.4,38.45
2025-05-26,95.5799,903.9,532.11,47.3,38.65
2025-05-27,96.0277,903.9,486.58,38.8,38.83
2025-05-28,96.5497,903.9,554.39,20.0,39.04
2025-05-29,97.3378,903.9,807.14,25.1,39.36
2025-05-30,98.2974,903.9,968.93,7.2,39.75
2025-05-31,99.5504,903.9,1277.03,28.6,40.26
2025-06-01,101.7025,903.9,2030.15,27.1,41.12
2025-06-02,102.3512,903.9,677.19,30.2,41.38
2025-06-03,102.9232,903.9,638.93,66.6,41.61
2025-06-04,103.7107,903.9,724.54,37.1,41.93
2025-06-05,104.0763,903.9,418.16,55.3,42.08
2025-06-06,104.9758,903.9,914.08,7.2,42.44
2025-06-07,106.133,903.9,1134.88,3.2,42.91
2025-06-08,107.2085,903.9,1083.88,5.5,43.34
2025-06-09,108.1419,903.9,928.59,3.9,43.72
2025-06-10,108.9713,903.9,861.64,15.0,44.06
2025-06-11,109.6807,903.9,736.53,8.7,44.34
2025-06-12,110.3668,903.9,699.39,17.1,44.62
2025-06-13,111.049,903.9,835.37,174.0,44.9
2025-06-14,112.185,903.9,1144.14,10.5,45.36
2025-06-15,113.2796,903.9,1099.73,5.5,45.8
2025-06-16,113.9349,903.9,671.57,16.2,46.06
2025-06-17,114.5381,903.9,638.6,35.4,46.31
2025-06-18,115.2356,903.9,693.65,5.6,46.59
2025-06-19,116.0464,903.9,815.54,4.6,46.92
2025-06-20,116.8073,903.9,829.41,8.5,47.23
2025-06-21,117.993,903.9,1186.9,1.2,47.7
2025-06-22,119.1683,903.9,1186.8,6.8,48.18
2025-06-23,119.9722,903.9,891.06,27.9,48.5
2025-06-24,120.7569,903.9,779.34,6.5,48.82
2025-06-25,121.1504,903.9,480.87,114.5,48.98
2025-06-26,121.288,903.9,589.92,119.5,49.04
2025-06-27,122.3229,903.9,803.64,111.4,49.46
2025-06-28,123.3441,903.9,1080.61,47.8,49.87
2025-06-29,124.5088,903.9,1211.9,53.2,50.34
2025-06-30,125.3109,903.9,837.04,34.3,50.66
2025-07-01,125.9974,903.9,712.57,24.4,50.94
2025-07-02,126.8856,903.9,916.24,2.0,51.3
2025-07-03,127.5356,903.9,719.22,69.5,51.56
2025-07-04,128.2912,903.9,771.28,12.1,51.87
2025-07-05,129.3591,903.9,1086.32,13.6,52.3
2025-07-06,130.3086,903.9,983.31,39.9,52.68
2025-07-07,130.9218,903.9,714.4,17.6,52.93
2025-07-08,135.4935,903.9,816.19,0.0,54.78
2025-07-09,132.4268,903.9,1108.38,9.0,53.54
2025-07-10,133.5212,903.9,1071.95,40.7,54.02
2025-07-11,134.4262,903.9,994.57,11.4,54.37
2025-07-12,135.8089,903.9,1139.31,16.8,54.93
2025-07-13,136.8975,903.9,1090.85,3.0,55.37
2025-07-14,137.4921,903.9,718.25,120.7,55.61
2025-07-15,138.0543,903.9,615.0,52.8,55.84
2025-07-16,138.6904,903.9,671.66,35.5,56.1
2025-07-17,139.1755,903.9,518.75,33.7,56.29
2025-07-18,139.8247,903.9,661.75,12.6,56.55
2025-07-19,140.9293,903.9,1130.89,26.4,57.0
2025-07-20,142.0248,903.9,1112.68,17.8,57.44
2025-07-21,142.6596,903.9,675.29,39.2,57.7
2025-07-22,143.2904,903.9,671.59,41.6,57.95
2025-07-23,143.9156,903.9,651.44,22.4,58.2
2025-07-24,144.3055,903.9,503.68,114.8,58.36
2025-07-25,144.9117,903.9,639.51,38.7,58.6
2025-07-26,145.899,903.9,996.06,8.8,59.0
2025-07-27,147.0039,903.9,1115.71,10.8,59.45
2025-07-28,147.9933,903.9,996.23,13.7,59.85
2025-07-29,148.8225,903.9,843.06,15.6,60.18
2025-07-30,149.7583,903.9,959.58,23.8,60.56
2025-07-31,150.3971,903.9,667.36,29.3,60.8
2025-08-01,151.1612,903.9,918.41,38.1,61.02
2025-08-02,152.5849,903.9,1185.98,2.3,61.6
2025-08-03,153.7645,903.9,1200.93,2.7,62.07
2025-08-04,154.7213,903.9,957.3,0.5,62.46
2025-08-05,155.8115,903.9,1115.09,8.1,62.9
2025-08-06,156.7114,903.9,916.66,1.1,63.26
2025-08-07,157.5353,903.9,867.95,41.5,63.59
2025-08-08,158.3778,903.9,893.38,46.1,63.93
2025-08-09,159.413,903.9,1098.11,56.9,64.22
2025-08-10,160.5504,903.9,1141.44,4.0,64.68
2025-08-11,161.4407,903.9,897.35,7.1,65.04
2025-08-12,162.1392,903.9,729.6,31.1,65.18
2025-08-13,162.763,903.9,637.2,13.5,65.43
2025-08-14,163.5007,903.9,765.82,22.0,65.73
2025-08-15,164.4735,903.9,978.17,3.2,66.12
2025-08-16,165.3805,903.9,930.18,25.4,66.47
2025-08-17,166.3086,903.9,931.98,1.8,66.85
2025-08-18,166.9644,903.9,671.95,16.2,67.11
2025-08-19,167.7072,903.9,746.29,3.5,67.41
2025-08-20,168.3259,903.9,638.08,19.4,67.66
2025-08-21,169.0267,903.9,715.98,17.6,67.94
2025-08-22,169.6457,903.9,656.37,37.3,68.19
2025-08-23,170.5564,903.9,915.04,4.4,68.56
2025-08-24,171.4373,903.9,884.69,3.7,68.91
2025-08-25,172.083,903.9,660.93,15.2,69.17
2025-08-26,172.7102,903.9,639.29,12.2,69.42
2025-08-27,173.1505,903.9,457.09,16.7,69.6
2025-08-28,173.8767,903.9,730.86,2.1,69.92
2025-08-29,174.7041,903.9,857.52,15.3,70.26
2025-08-30,175.6844,903.9,996.14,0.9,70.65
2025-08-31,176.6675,903.9,981.13,6.3,71.05
2025-09-01,180.3845,903.9,3753.0,30.0,72.54
2025-09-02,180.6084,903.9,328.14,16.1,72.54
2025-09-03,181.2279,903.9,636.07,2.7,72.74
2025-09-04,182.0805,903.9,715.45,3.3,73.08
2025-09-05,182.6921,903.9,564.22,4.2,73.33
2025-09-06,183.5947,903.9,906.27,3.1,73.69
2025-09-07,184.553,903.9,984.27,18.8,74.08
2025-09-08,184.9099,903.9,415.3,56.0,74.22
2025-09-09,185.1596,903.9,297.34,46.1,74.23
2025-09-10,185.5896,903.9,463.04,16.3,74.41
2025-09-11,186.0495,903.9,486.56,26.7,74.59
2025-09-12,186.6666,903.9,621.38,7.7,74.84
2025-09-13,187.3813,903.9,726.36,2.8,75.13
2025-09-14,188.0571,903.9,688.68,4.1,75.4
2025-09-15,188.6193,903.9,573.26,3.5,75.62
2025-09-16,188.9555,903.9,347.03,10.8,75.76
2025-09-17,189.2121,903.9,271.85,8.7,75.86
2025-09-18,189.5304,903.9,338.35,8.1,75.99
2025-09-19,189.866,903.9,351.38,5.8,76.12
2025-09-20,190.498,903.9,652.85,12.6,76.38
2025-09-21,191.1308,903.9,651.57,18.8,76.63
2025-09-22,191.1885,903.9,162.54,105.0,76.65
2025-09-23,191.1177,903.9,72.54,143.1,76.45
2025-09-24,191.0942,903.9,65.63,90.7,76.44
2025-09-25,191.1453,903.9,129.91,58.6,76.46
2025-09-26,191.2342,903.9,140.11,51.3,76.5
2025-09-27,191.5459,903.9,317.31,5.6,76.62
2025-09-28,191.8201,903.9,304.92,30.6,76.73
2025-09-29,191.8158,903.9,72.89,75.7,76.73
2025-09-30,191.6921,903.9,56.39,74.3,76.68
2025-10-01,191.4178,903.9,28.76,293.3,76.31
2025-10-02,191.1469,903.9,36.31,313.1,76.21
2025-10-03,191.1414,903.9,70.51,77.6,76.2
2025-10-04,191.4762,903.9,337.99,10.4,76.34
2025-10-05,191.6228,903.9,290.81,147.2,76.4
2025-10-06,191.1466,903.9,94.39,576.6,76.19
2025-10-07,190.8762,903.9,57.95,320.9,76.08
2025-10-08,190.7023,903.9,102.7,294.4,76.01
2025-10-09,190.703,903.9,117.91,105.7,76.01
2025-10-10,190.7396,903.9,108.58,55.2,76.03
2025-10-11,190.865,903.9,225.47,74.1,76.08
2025-10-12,190.9141,903.9,134.71,85.7,76.1
2025-10-13,190.4641,903.9,39.66,504.8,75.92
2025-10-14,190.2227,903.9,40.5,289.8,75.82
2025-10-15,189.8502,903.9,28.64,391.0,75.67
2025-10-16,189.3715,903.9,30.69,517.2,75.48
2025-10-17,189.2445,903.9,75.85,201.9,75.43
2025-10-18,189.2667,903.9,99.19,78.5,75.44
2025-10-19,189.3327,903.9,136.1,55.0,75.47
2025-10-20,189.2633,903.9,66.89,135.4,75.44
2025-10-21,189.1924,903.9,75.58,149.9,75.41
2025-10-22,189.0758,903.9,33.16,149.8,75.37
2025-10-23,189.1277,903.9,88.5,36.6,75.39
2025-10-24,189.0014,903.9,33.99,159.8,75.34
2025-10-25,189.0073,903.9,81.44,75.6,75.34
2025-10-26,188.9945,903.9,65.67,78.4,75.33
2025-10-27,188.5358,903.9,21.18,481.7,75.15
2025-10-28,188.5342,903.9,67.66,69.3,75.15
2025-10-29,188.2818,903.9,37.21,287.3,75.05
2025-10-30,188.3028,903.9,105.7,84.6,74.97
2025-10-31,188.2252,903.9,116.14,193.8,74.94
2025-11-01,188.6759,903.9,453.15,2.4,75.13
2025-11-02,188.9352,903.9,286.89,34.8,75.23
2025-11-03,188.9506,903.9,93.99,80.3,75.24
2025-11-04,189.1247,903.9,186.57,10.3,75.31
2025-11-05,189.1609,903.9,51.29,14.2,75.32
2025-11-06,188.747,903.9,32.05,447.4,75.15
2025-11-07,188.2576,903.9,3.82,499.3,74.96
2025-11-08,188.0595,903.9,73.65,271.8,74.88
2025-11-09,187.9335,903.9,66.02,192.0,74.83
2025-11-10,187.4961,903.9,91.22,527.9,74.66
2025-11-11,187.5203,903.9,181.12,146.8,74.67
2025-11-12,187.6351,903.9,172.05,57.3,74.71
2025-11-13,187.6527,903.9,106.92,89.2,74.72
2025-11-14,187.5467,903.9,107.73,213.8,74.68
2025-11-15,187.5111,903.9,97.59,133.2,74.66
2025-11-16,187.3973,903.9,41.85,164.9,74.62
2025-11-17,186.5933,903.9,17.11,823.4,74.3
2025-11-18,185.0321,903.9,12.92,1244.1,73.68
2025-11-19,183.7444,903.9,15.97,1333.2,73.16
2025-11-20,182.0119,903.9,11.38,1743.7,72.47
2025-11-21,180.0399,903.9,3.32,1972.2,71.69
2025-11-22,178.6885,903.9,1.08,1375.3,71.15
2025-11-23,177.4075,903.9,20.82,1292.1,70.64
2025-11-24,175.7549,903.9,12.06,1670.9,69.98
2025-11-25,173.9516,903.9,18.55,1853.5,69.26
2025-11-26,171.9039,903.9,14.97,2058.4,68.45
2025-11-27,170.326,903.9,22.14,1571.8,67.82
2025-11-28,169.2775,903.9,6.45,1020.0,67.4
2025-11-29,168.923,903.9,50.58,405.1,67.26
2025-11-30,168.6038,903.9,43.84,363.1,67.13
2025-12-01,167.6205,903.9,30.02,1020.8,66.74
2025-12-02,166.5336,903.9,14.28,1102.5,66.31
2025-12-03,164.7716,903.9,12.8,1776.2,65.61
2025-12-04,163.3268,903.9,13.02,1454.2,65.03
2025-12-05,162.0745,903.9,26.85,1318.7,64.53
2025-12-06,161.6846,903.9,47.61,427.9,64.38
2025-12-07,161.6329,903.9,180.79,224.2,64.36
2025-12-08,161.6139,903.9,189.77,214.7,64.35
2025-12-09,161.4942,903.9,38.38,152.1,64.3
2025-12-10,161.2433,903.9,39.62,290.5,64.2
2025-12-11,160.5947,903.9,48.23,720.7,63.95
2025-12-12,159.493,903.9,38.44,1136.8,63.51
2025-12-13,158.8221,903.9,46.14,643.7,63.24
2025-12-14,158.3657,903.9,28.91,489.6,63.06
2025-12-15,157.3343,903.9,29.44,1064.4,62.65
2025-12-16,155.8745,903.9,19.57,1471.5,62.07
2025-12-17,154.7253,903.9,7.66,1156.9,61.61
2025-12-18,154.4399,903.9,78.31,349.2,61.49
2025-12-19,154.1121,903.9,23.58,351.4,61.36
2025-12-20,153.6632,903.9,14.45,463.3,61.19
2025-12-21,153.4518,903.9,25.74,237.2,61.1
2025-12-22,152.8778,903.9,9.31,631.3,60.87
2025-12-23,152.2448,903.9,22.09,703.1,60.62
2025-12-24,151.4402,903.9,24.48,839.6,60.3
2025-12-25,150.122,903.9,10.4,1360.3,59.78
2025-12-26,148.5261,903.9,10.1,1616.9,59.14
2025-12-27,147.4637,903.9,31.26,1087.1,58.72
2025-12-28,146.3856,903.9,11.88,1085.4,58.29
2025-12-29,144.8559,903.9,17.4,1553.9,57.68
2025-12-30,143.446,903.9,18.95,1457.2,57.12
2025-12-31,142.1116,903.9,18.0,1340.1,56.59
2026-01-01,141.1181,903.9,28.63,1018.8,56.19
2026-01-02,139.8108,903.9,7.95,1330.4,55.67
2026-01-03,138.1909,903.9,6.55,1622.4,55.02
2026-01-04,136.1138,903.9,2.88,2089.1,54.2
2026-01-05,133.1356,903.9,12.03,3106.4,53.01
2026-01-06,130.054,903.9,0.0,3187.4,51.78
2026-01-07,126.7709,903.9,9.41,3425.8,50.48
2026-01-08,123.5749,903.9,11.23,3256.3,49.2
2026-01-09,121.2975,903.9,30.64,2261.3,48.3
2026-01-10,118.8577,903.9,28.76,2455.4,47.33
2026-01-11,116.3947,903.9,32.27,2498.7,46.35
2026-01-12,113.784,903.9,46.34,2657.4,45.31
2026-01-13,112.0725,903.9,35.12,1699.3,44.62
2026-01-14,110.5026,903.9,95.79,1634.4,44.0
2026-01-15,109.3779,903.9,39.19,1233.1,43.55
2026-01-16,108.4229,903.9,105.19,1099.8,43.17
2026-01-17,107.3905,903.9,69.99,1093.0,42.76
2026-01-18,106.1946,903.9,38.1,1245.9,42.28
2026-01-19,104.1152,903.9,1.84,2105.4,41.46
2026-01-20,101.7587,903.9,7.35,2379.6,40.52
2026-01-21,99.762,903.9,13.19,2037.9,39.72
2026-01-22,97.5774,903.9,20.04,2250.1,38.85
2026-01-23,95.6605,903.9,28.37,2006.2,38.09
2026-01-24,94.1099,903.9,15.65,1561.8,37.47
2026-01-25,92.3618,903.9,17.09,1776.8,36.78
2026-01-26,90.286,903.9,265.55,2395.0,35.95
2026-01-27,88.2297,903.9,5.81,2169.7,35.13
2026-01-28,86.3654,903.9,10.42,1881.9,34.39
2026-01-29,84.2583,903.9,10.95,2104.2,33.55
2026-01-30,82.6109,903.9,39.41,1678.1,32.89
2026-01-31,81.3507,903.9,24.06,1300.3,32.39
2026-02-01,80.1146,903.9,36.95,1197.8,31.9
2026-02-02,78.0274,903.9,11.73,2132.4,31.07
2026-02-03,75.4561,903.9,17.16,2613.1,30.04
2026-02-04,73.0249,903.9,24.43,2432.2,29.08
2026-02-05,71.0544,903.9,32.82,2082.0,28.29
2026-02-06,69.2167,903.9,22.78,1842.1,27.56
2026-02-07,68.4577,903.9,151.14,929.4,27.26
2026-02-08,67.5018,903.9,52.91,1026.6,26.88
2026-02-09,65.8149,903.9,24.09,1722.9,26.21
2026-02-10,64.2552,903.9,9.61,1577.8,25.59
2026-02-11,63.1521,903.9,17.3,1084.3,25.15
2026-02-12,62.2999,903.9,40.1,915.7,24.81
2026-02-13,61.1993,903.9,49.56,1229.0,24.37
2026-02-14,60.1149,903.9,14.55,1158.5,23.94
2026-02-15,59.0423,903.9,20.65,1037.8,23.51
2026-02-16,57.6404,903.9,33.85,1448.0,22.95
2026-02-17,56.0421,903.9,26.33,1594.7,22.31
2026-02-18,54.3075,903.9,29.29,1747.4,21.62
2026-02-19,52.88,903.9,17.15,1446.7,21.06
2026-02-20,51.8271,903.9,34.18,1088.9,20.64
2026-02-21,51.52,903.9,152.96,469.8,20.51
2026-02-22,52.0604,903.9,734.91,209.4,20.73
2026-02-23,51.916,903.9,142.07,300.8,20.67
2026-02-24,51.538,903.9,30.68,467.6,20.52
2026-02-25,51.3861,903.9,73.45,267.3,20.46
2026-02-26,51.465,903.9,238.65,196.2,20.49
2026-02-27,51.6794,903.9,296.38,124.0,20.58
2026-02-28,52.0646,903.9,495.77,123.8,20.73
2026-03-01,52.2888,903.9,382.97,154.6,20.82
2026-03-02,52.4635,903.9,372.83,222.1,20.89
2026-03-03,52.3389,903.9,306.96,430.0,20.84
2026-03-04,52.1866,903.9,243.86,405.7,20.78
2026-03-05,52.4582,903.9,545.34,337.4,20.89
2026-03-06,52.6736,903.9,546.24,327.9,20.97
2026-03-07,53.1401,903.9,721.76,237.3,21.16
2026-03-08,53.7002,903.9,776.85,216.8,21.38
2026-03-09,54.0224,903.9,621.27,318.6,21.51
2026-03-10,54.3369,903.9,626.19,308.0,21.64
2026-03-11,54.8073,903.9,655.56,195.2,21.82
2026-03-12,55.0692,903.9,392.22,130.3,21.93
2026-03-13,55.206,903.9,376.34,231.5,21.98
2026-03-14,55.1183,903.9,120.08,223.7,21.95
2026-03-15,55.1939,903.9,256.84,165.4,21.98
2026-03-16,55.0917,903.9,194.24,309.4,21.94
2026-03-17,54.838,903.9,101.96,291.4,21.84
2026-03-18,54.8664,903.9,178.83,215.8,21.85
2026-03-19,54.9159,903.9,233.26,182.1,21.87
2026-03-20,54.9678,903.9,251.08,183.2,21.89
2026-03-21,55.1997,903.9,461.01,190.0,21.98
2026-03-22,55.5311,903.9,496.2,174.6,22.11
2026-03-23,55.6748,903.9,272.37,172.1,22.17
2026-03-24,55.9951,903.9,590.56,271.3,22.3
2026-03-25,56.1911,903.9,432.77,236.7,22.37
2026-03-26,55.958,903.9,174.74,407.8,22.28
2026-03-27,55.7851,903.9,183.04,356.0,22.22
2026-03-28,55.7559,903.9,182.09,211.2,22.21
2026-03-29,55.8165,903.9,259.77,187.2,22.23
2026-03-30,55.6495,903.9,48.15,215.2,22.17
2026-03-31,54.3234,903.9,17.4,513.1,22.21
2026-04-01,54.5355,903.9,31.97,596.4,21.83
2026-04-02,54.0703,903.9,27.92,546.7,21.81
2026-04-03,54.272,903.9,383.42,147.8,21.89
2026-04-04,54.9926,903.9,778.07,28.9,22.18
2026-04-05,55.7854,903.9,765.87,31.9,22.5
2026-04-06,56.3116,903.9,548.02,41.0,22.71
2026-04-07,56.5491,903.9,289.06,80.0,22.81
2026-04-08,56.9333,903.9,462.56,38.5,22.97
2026-04-09,57.1967,903.9,311.14,90.5,23.07
2026-04-10,57.2454,903.9,153.67,104.9,23.09
2026-04-11,57.6338,903.9,436.09,40.3,23.25
2026-04-12,57.953,903.9,352.45,40.7,23.38
2026-04-13,57.4939,903.9,113.6,572.7,23.19
2026-04-14,57.1421,903.9,16.26,367.5,23.05
2026-04-15,56.9898,903.9,32.15,184.8,22.99
2026-04-16,57.1597,903.9,229.84,59.9,23.06
2026-04-17,57.6111,903.9,472.66,21.3,23.24
2026-04-18,58.3523,903.9,803.25,25.0,23.54
2026-04-19,58.9853,903.9,666.51,39.1,23.79
2026-04-20,59.112,903.9,174.16,79.0,23.84
2026-04-21,59.0397,903.9,80.57,146.5,23.82
2026-04-22,59.0987,903.9,140.65,83.7,23.84
2026-04-23,59.1907,903.9,159.8,67.9,23.88
2026-04-24,59.6817,903.9,512.91,30.1,24.09
2026-04-25,60.4016,903.9,754.96,29.8,24.38
2026-04-26,61.105,903.9,736.49,28.5,24.67
2026-04-27,61.541,903.9,494.74,58.0,24.84
2026-04-28,62.2792,903.9,750.58,26.0,25.14
2026-04-29,63.0015,903.9,752.71,30.3,25.43
2026-04-30,63.6946,903.9,741.96,23.9,25.71
2026-05-01,64.7072,903.9,1013.61,5.1,26.12
2026-05-02,65.6998,903.9,1010.05,10.4,26.52
2026-05-03,66.6615,903.9,969.87,8.2,26.91
2026-05-04,67.2853,903.9,599.42,12.6,27.16
2026-05-05,67.3844,903.9,483.65,134.6,27.2
2026-05-06,67.5065,903.9,182.43,60.3,27.25
2026-05-07,67.4451,903.9,90.52,151.9,27.22
2026-05-08,67.6808,903.9,252.23,16.5,27.32
2026-05-09,68.3625,903.9,726.11,18.6,27.59
2026-05-10,69.1419,903.9,800.37,13.1,27.91
2026-05-11,69.5819,903.9,433.1,18.2,28.09
2026-05-12,69.5477,903.9,85.76,128.8,28.07
2026-05-13,69.4305,903.9,87.66,204.8,28.02
2026-05-14,69.506,903.9,121.25,45.7,28.06
2026-05-15,69.6479,903.9,192.74,50.8,28.11
2026-05-16,69.9345,903.9,341.2,14.8,28.23
2026-05-17,70.3718,903.9,455.72,12.6,28.4
2026-05-18,70.5197,903.9,171.75,69.8,28.46
2026-05-19,70.6091,903.9,262.62,137.2,28.5
2026-05-20,70.5616,903.9,99.05,182.6,28.48
2026-05-21,70.8824,903.9,374.22,32.0,28.61
2026-05-22,71.5024,903.9,655.42,21.2,28.86
2026-05-23,72.6752,903.9,1204.49,24.0,29.33
2026-05-24,73.9207,903.9,1262.41,18.2,29.84
2026-05-25,74.9854,903.9,1116.74,42.8,30.27
2026-05-26,75.9172,903.9,949.81,24.0,30.64
2026-05-27,76.8096,903.9,887.34,8.9,31.0
2026-05-28,77.5937,903.9,788.13,15.0,31.32
2026-05-29,78.6005,903.9,1018.43,11.7,31.73
2026-05-30,79.5102,903.9,934.73,12.3,32.09
2026-05-31,80.557,903.9,1027.16,4.1,32.52
2026-06-01,80.9866,903.9,657.35,8.9,32.69
2026-06-02,81.75,903.9,755.11,8.4,33.0
2026-06-03,82.359,903.9,621.45,12.2,33.24
2026-06-04,83.3196,903.9,967.44,6.8,33.63
2026-06-05,84.0399,903.9,721.63,12.4,33.92
2026-06-06,85.024,903.9,1004.89,0.3,34.32
2026-06-07,85.9904,903.9,961.12,0.0,34.71
2026-06-08,86.7014,903.9,727.63,8.5,35.0
2026-06-09,87.3989,903.9,698.24,7.0,35.28
2026-06-10,87.9046,903.9,499.47,7.3,35.48
2026-06-11,88.2634,903.9,398.96,32.7,35.63
2026-06-12,88.8577,903.9,700.29,6.0,35.87
2026-06-13,89.9469,903.9,1106.65,10.2,36.45
2026-06-14,90.86,903.9,950.36,37.2,36.82
2026-06-15,91.4603,903.9,664.85,55.9,37.06
2026-06-16,91.9222,903.9,515.83,56.9,37.25
2026-06-17,92.4687,903.9,570.94,7.6,37.47
2026-06-18,93.0712,903.9,605.11,9.7,37.71
2026-06-19,93.8411,903.9,781.4,5.4,38.02
2026-06-20,94.7005,903.9,880.11,24.7,38.37
2026-06-21,95.5936,903.9,924.57,22.6,38.73
2026-06-22,96.2153,903.9,652.48,48.7,38.99
2026-06-23,96.8269,903.9,548.99,17.7,39.23
2026-06-24,97.5494,903.9,732.79,0.6,39.53
2026-06-25,98.4748,903.9,935.53,0.0,39.9
2026-06-26,99.3729,903.9,901.57,0.1,40.27
2026-06-27,100.5787,903.9,1207.66,1.2,40.75
2026-06-28,101.6988,903.9,1137.93,18.0,41.21
2026-06-29,102.4446,903.9,778.67,32.8,41.51
2026-06-30,102.9307,903.9,575.32,0.5,41.71
2026-07-01,103.6008,903.9,793.53,113.0,41.98
2026-07-02,104.0406,903.9,446.79,6.3,42.16
2026-07-03,104.5077,903.9,471.73,7.6,42.35
2026-07-04,105.1798,903.9,692.51,2.7,42.62
2026-07-05,105.8202,903.9,644.84,9.8,42.88
2026-07-06,106.3564,903.9,537.97,4.2,43.1
2026-07-07,106.8998,903.9,538.33,6.4,43.32
2026-07-08,107.2219,903.9,356.65,26.7,43.45
2026-07-09,107.5047,903.9,289.78,19.3,43.56
2026-07-10,107.7322,903.9,232.21,9.5,43.65
2026-07-11,108.4502,903.9,730.16,4.2,43.94
2026-07-12,109.2223,903.9,774.39,2.4,44.26
2026-07-13,109.7855,903.9,552.65,3.1,44.48
2026-07-14,110.1996,903.9,438.57,14.9,44.65
2026-07-15,110.5837,903.9,389.14,5.1,44.86
2026-07-16,110.6923,903.9,229.87,120.9,44.91
2026-07-17,110.9575,903.9,315.12,49.9,45.02
2026-07-18,111.4418,903.9,504.27,6.3,45.21
2026-07-19,111.9758,903.9,538.48,7.8,45.43
2026-07-20,112.2197,903.9,274.85,39.9,45.53
2026-07-21,112.2205,903.9,188.15,187.4,45.53
2026-07-22,112.458,903.9,265.05,18.6,45.62
2026-07-23,112.6447,903.9,224.82,30.8,45.7
2026-07-24,112.8844,903.9,277.39,40.5,45.8
2026-07-25,113.328,903.9,493.69,44.0,45.98
